Language	Level	Type	Code	Name
amy	1	G	aus	Australian
amy	2	I	amy	Ami
amz	1	G	aus	Australian
amz	2	I	amz	Atampaya
ana	1	G	sai	South American Indian
ana	2	I	ana	Andaqui
anb	1	G	sai	South American Indian
anb	2	I	anb	Andoa
anc	1	G	afa	Afro-Asiatic
anc	2	I	anc	Ngas
and	1	G	map	Austronesian
and	2	G	poz	Malayo-Polynesian
and	3	G	pqe	Eastern Malayo-Polynesian
and	4	I	and	Ansus
ane	1	G	map	Austronesian
ane	2	G	poz	Malayo-Polynesian
ane	3	G	pqe	Eastern Malayo-Polynesian
ane	4	I	ane	Xârâcùù
anf	1	G	nic	Niger-Kordofanian
anf	2	G	alv	Atlantic-Congo
anf	3	I	anf	Animere
anh	1	G	paa	Papuan
anh	2	G	ngf	Trans-New Guinea
anh	3	I	anh	Nend
ani	1	G	cau	Caucasian
ani	2	I	ani	Andi
anj	1	G	paa	Papuan
anj	2	I	anj	Anor
ank	1	G	afa	Afro-Asiatic
ank	2	I	ank	Goemai
anl	1	G	sit	Sino-Tibetan
anl	2	G	tbq	Tibeto-Burman
anl	3	I	anl	Anu
anm	1	G	sit	Sino-Tibetan
anm	2	G	tbq	Tibeto-Burman
anm	3	I	anm	Anal
ann	1	G	nic	Niger-Kordofanian
ann	2	G	alv	Atlantic-Congo
ann	3	I	ann	Obolo
ano	1	G	sai	South American Indian
ano	2	I	ano	Andoque
anp	1	I	anp	Angika
anr	1	G	ine	Indo-European
anr	2	G	iir	Indo-Iranian
anr	3	G	inc	Indic
anr	4	I	anr	Andh
ans	1	G	sai	South American Indian
ans	2	I	ans	Anserma
ant	1	G	aus	Australian
ant	2	I	ant	Antakarinya
anu	1	G	ssa	Nilo-Saharan
anu	2	I	anu	Anuak
anv	1	G	nic	Niger-Kordofanian
anv	2	G	alv	Atlantic-Congo
anv	3	G	bnt	Bantu
anv	4	I	anv	Denya
anw	1	G	nic	Niger-Kordofanian
anw	2	G	alv	Atlantic-Congo
anw	3	I	anw	Anaang
anx	1	G	map	Austronesian
anx	2	G	poz	Malayo-Polynesian
anx	3	G	pqe	Eastern Malayo-Polynesian
anx	4	I	anx	Andra-Hus
any	1	G	nic	Niger-Kordofanian
any	2	G	alv	Atlantic-Congo
any	3	I	any	Anyin
anz	1	G	paa	Papuan
anz	2	I	anz	Anem
aoa	1	G	crp	Creoles and pidgins
aoa	2	G	cpp	Creoles and pidgins, Portuguese-based
aoa	3	I	aoa	Angolar
aob	1	G	paa	Papuan
aob	2	G	ngf	Trans-New Guinea
aob	3	I	aob	Abom
aoc	1	G	sai	South American Indian
aoc	2	I	aoc	Pemon
aod	1	G	paa	Papuan
aod	2	I	aod	Andarum
aoe	1	G	paa	Papuan
aoe	2	G	ngf	Trans-New Guinea
aoe	3	I	aoe	Angal Enen
aof	1	G	paa	Papuan
aof	2	I	aof	Bragat
aog	1	G	paa	Papuan
aog	2	I	aog	Angoram
aoh	1	G	sai	South American Indian
aoh	2	I	aoh	Arma
aoi	1	G	aus	Australian
aoi	2	I	aoi	Anindilyakwa
aoj	1	G	paa	Papuan
aoj	2	I	aoj	Mufian
aok	1	G	map	Austronesian
aok	2	G	poz	Malayo-Polynesian
aok	3	G	pqe	Eastern Malayo-Polynesian
aok	4	I	aok	Arhö
aol	1	G	map	Austronesian
aol	2	G	poz	Malayo-Polynesian
aol	3	G	plf	Central Malayo-Polynesian
aol	4	I	aol	Alor
aom	1	G	paa	Papuan
aom	2	G	ngf	Trans-New Guinea
aom	3	I	aom	Ömie
aon	1	G	paa	Papuan
aon	2	I	aon	Bumbita Arapesh
aor	1	G	map	Austronesian
aor	2	G	poz	Malayo-Polynesian
aor	3	G	pqe	Eastern Malayo-Polynesian
aor	4	I	aor	Aore
aos	1	G	paa	Papuan
aos	2	G	ngf	Trans-New Guinea
aos	3	I	aos	Taikat
aot	1	G	sit	Sino-Tibetan
aot	2	G	tbq	Tibeto-Burman
aot	3	I	aot	A'tong
aox	1	G	sai	South American Indian
aox	2	I	aox	Atorada
aoz	1	G	map	Austronesian
aoz	2	G	poz	Malayo-Polynesian
aoz	3	G	plf	Central Malayo-Polynesian
aoz	4	I	aoz	Uab Meto
apb	1	G	map	Austronesian
apb	2	G	poz	Malayo-Polynesian
apb	3	G	pqe	Eastern Malayo-Polynesian
apb	4	I	apb	Sa'a
apc	1	G	afa	Afro-Asiatic
apc	2	G	sem	Semitic
apc	3	M	ara	Arabic
apc	4	I	apc	North Levantine Arabic
apd	1	G	afa	Afro-Asiatic
apd	2	G	sem	Semitic
apd	3	M	ara	Arabic
apd	4	I	apd	Sudanese Arabic
ape	1	G	paa	Papuan
ape	2	I	ape	Bukiyip
apf	1	G	map	Austronesian
apf	2	G	poz	Malayo-Polynesian
apf	3	G	pqw	Western Malayo-Polynesian
apf	4	G	phi	Philippine
apf	5	I	apf	Pahanan Agta
apg	1	G	map	Austronesian
apg	2	I	apg	Ampanang
aph	1	G	sit	Sino-Tibetan
aph	2	G	tbq	Tibeto-Burman
aph	3	I	aph	Athpariya
api	1	G	sai	South American Indian
api	2	I	api	Apiaká
apj	1	G	nai	North American Indian
apj	2	G	xnd	Na-Dene
apj	3	G	ath	Athapascan
apj	4	G	apa	Apache
apj	5	I	apj	Jicarilla Apache
apk	1	G	nai	North American Indian
apk	2	G	xnd	Na-Dene
apk	3	G	ath	Athapascan
apk	4	G	apa	Apache
apk	5	I	apk	Kiowa Apache
apl	1	G	nai	North American Indian
apl	2	G	xnd	Na-Dene
apl	3	G	ath	Athapascan
apl	4	G	apa	Apache
apl	5	I	apl	Lipan Apache
apm	1	G	nai	North American Indian
apm	2	G	xnd	Na-Dene
apm	3	G	ath	Athapascan
apm	4	G	apa	Apache
apm	5	I	apm	Mescalero-Chiricahua Apache
apn	1	G	sai	South American Indian
apn	2	I	apn	Apinayé
apo	1	G	map	Austronesian
apo	2	G	poz	Malayo-Polynesian
apo	3	G	pqe	Eastern Malayo-Polynesian
apo	4	I	apo	Apalik
app	1	G	map	Austronesian
app	2	G	poz	Malayo-Polynesian
app	3	G	pqe	Eastern Malayo-Polynesian
app	4	I	app	Apma
apr	1	G	map	Austronesian
apr	2	G	poz	Malayo-Polynesian
apr	3	G	pqe	Eastern Malayo-Polynesian
apr	4	I	apr	Arop-Lokep
aps	1	G	map	Austronesian
aps	2	G	poz	Malayo-Polynesian
aps	3	G	pqe	Eastern Malayo-Polynesian
aps	4	I	aps	Arop-Sissano
apt	1	G	sit	Sino-Tibetan
apt	2	G	tbq	Tibeto-Burman
apt	3	I	apt	Apatani
apu	1	G	sai	South American Indian
apu	2	I	apu	Apurinã
apw	1	G	nai	North American Indian
apw	2	G	xnd	Na-Dene
apw	3	G	ath	Athapascan
apw	4	G	apa	Apache
apw	5	I	apw	Western Apache
apx	1	G	map	Austronesian
apx	2	G	poz	Malayo-Polynesian
apx	3	G	plf	Central Malayo-Polynesian
apx	4	I	apx	Aputai
apy	1	G	sai	South American Indian
apy	2	I	apy	Apalaí
apz	1	G	paa	Papuan
apz	2	G	ngf	Trans-New Guinea
apz	3	I	apz	Safeyoka
aqc	1	G	cau	Caucasian
aqc	2	I	aqc	Archi
aqg	1	G	nic	Niger-Kordofanian
aqg	2	G	alv	Atlantic-Congo
aqg	3	I	aqg	Arigidi
aqm	1	G	paa	Papuan
aqm	2	G	ngf	Trans-New Guinea
aqm	3	I	aqm	Atohwaim
aqn	1	G	map	Austronesian
aqn	2	G	poz	Malayo-Polynesian
aqn	3	G	pqw	Western Malayo-Polynesian
aqn	4	G	phi	Philippine
aqn	5	I	aqn	Northern Alta
aqp	1	G	nai	North American Indian
aqp	2	I	aqp	Atakapa
aqr	1	G	map	Austronesian
aqr	2	G	poz	Malayo-Polynesian
aqr	3	G	pqe	Eastern Malayo-Polynesian
aqr	4	I	aqr	Arhâ
aqz	1	G	sai	South American Indian
aqz	2	G	tup	Tupi
aqz	3	I	aqz	Akuntsu
arb	1	G	afa	Afro-Asiatic
arb	2	G	sem	Semitic
arb	3	M	ara	Arabic
arb	4	I	arb	Standard Arabic
ard	1	G	aus	Australian
ard	2	I	ard	Arabana
are	1	G	aus	Australian
are	2	I	are	Western Arrarnta
arf	1	G	paa	Papuan
arf	2	I	arf	Arafundi
arg	1	G	ine	Indo-European
arg	2	G	itc	Italic
arg	3	G	roa	Romance
arg	4	I	arg	Aragonese
arh	1	G	sai	South American Indian
arh	2	I	arh	Arhuaco
ari	1	G	nai	North American Indian
ari	2	G	cdd	Caddoan
ari	3	I	ari	Arikara
arj	1	G	sai	South American Indian
arj	2	I	arj	Arapaso
ark	1	G	sai	South American Indian
ark	2	I	ark	Arikapú
arl	1	G	sai	South American Indian
arl	2	I	arl	Arabela
arm	1	G	ine	Indo-European
arm	2	G	hyx	Armenian (family)
arm	3	I	arm	Armenian
arn	1	G	sai	South American Indian
arn	2	I	arn	Mapudungun
aro	1	G	sai	South American Indian
aro	2	I	aro	Araona
arp	1	G	nai	North American Indian
arp	2	G	aql	Algic
arp	3	G	alg	Algonquian
arp	4	I	arp	Arapaho
arq	1	G	afa	Afro-Asiatic
arq	2	G	sem	Semitic
arq	3	M	ara	Arabic
arq	4	I	arq	Algerian Arabic
arr	1	G	sai	South American Indian
arr	2	I	arr	Karo (Brazil)
ars	1	G	afa	Afro-Asiatic
ars	2	G	sem	Semitic
ars	3	M	ara	Arabic
ars	4	I	ars	Najdi Arabic
aru	1	G	sai	South American Indian
aru	2	I	aru	Aruá (Amazonas State)
arv	1	G	afa	Afro-Asiatic
arv	2	G	cus	Cushitic
arv	3	I	arv	Arbore
arw	1	G	sai	South American Indian
arw	2	G	awd	Arawakan
arw	3	I	arw	Arawak
arx	1	G	sai	South American Indian
arx	2	I	arx	Aruá (Rodonia State)
ary	1	G	afa	Afro-Asiatic
ary	2	G	sem	Semitic
ary	3	M	ara	Arabic
ary	4	I	ary	Moroccan Arabic
arz	1	G	afa	Afro-Asiatic
arz	2	G	sem	Semitic
arz	3	M	ara	Arabic
arz	4	I	arz	Egyptian Arabic
asa	1	G	nic	Niger-Kordofanian
asa	2	G	alv	Atlantic-Congo
asa	3	G	bnt	Bantu
asa	4	I	asa	Asu (Tanzania)
asb	1	G	nai	North American Indian
asb	2	G	sio	Siouan
asb	3	I	asb	Assiniboine
asc	1	G	paa	Papuan
asc	2	G	ngf	Trans-New Guinea
asc	3	I	asc	Casuarina Coast Asmat
asd	1	G	paa	Papuan
asd	2	G	ngf	Trans-New Guinea
asd	3	I	asd	Asas
ase	1	G	sgn	sign languages
ase	2	I	ase	American Sign Language
asf	1	G	sgn	sign languages
asf	2	I	asf	Australian Sign Language
asg	1	G	nic	Niger-Kordofanian
asg	2	G	alv	Atlantic-Congo
asg	3	I	asg	Cishingini
ash	1	G	sai	South American Indian
ash	2	I	ash	Abishira
asi	1	G	paa	Papuan
asi	2	G	ngf	Trans-New Guinea
asi	3	I	asi	Buruwai
asj	1	G	nic	Niger-Kordofanian
asj	2	G	alv	Atlantic-Congo
asj	3	G	bnt	Bantu
asj	4	I	asj	Nsari
ask	1	G	ine	Indo-European
ask	2	G	iir	Indo-Iranian
ask	3	G	inc	Indic
ask	4	I	ask	Ashkun
asl	1	G	map	Austronesian
asl	2	G	poz	Malayo-Polynesian
asl	3	G	plf	Central Malayo-Polynesian
asl	4	I	asl	Asilulu
asm	1	G	ine	Indo-European
asm	2	G	iir	Indo-Iranian
asm	3	G	inc	Indic
asm	4	I	asm	Assamese
asn	1	G	sai	South American Indian
asn	2	I	asn	Xingú Asuriní
aso	1	G	paa	Papuan
aso	2	G	ngf	Trans-New Guinea
aso	3	I	aso	Dano
asp	1	G	sgn	sign languages
asp	2	I	asp	Algerian Sign Language
asq	1	G	sgn	sign languages
asq	2	I	asq	Austrian Sign Language
asr	1	G	aav	Austro-Asiatic
asr	2	G	mun	Munda
asr	3	I	asr	Asuri
ass	1	G	nic	Niger-Kordofanian
ass	2	G	alv	Atlantic-Congo
ass	3	G	bnt	Bantu
ass	4	I	ass	Ipulo
ast	1	G	ine	Indo-European
ast	2	G	itc	Italic
ast	3	G	roa	Romance
ast	4	I	ast	Asturian
asu	1	G	sai	South American Indian
asu	2	I	asu	Tocantins Asurini
asv	1	G	ssa	Nilo-Saharan
asv	2	I	asv	Asoa
asw	1	G	sgn	sign languages
asw	2	I	asw	Australian Aborigines Sign Language
asx	1	G	paa	Papuan
asx	2	G	ngf	Trans-New Guinea
asx	3	I	asx	Muratayak
asy	1	G	paa	Papuan
asy	2	G	ngf	Trans-New Guinea
asy	3	I	asy	Yaosakor Asmat
asz	1	G	map	Austronesian
asz	2	G	poz	Malayo-Polynesian
asz	3	G	pqe	Eastern Malayo-Polynesian
asz	4	I	asz	As
ata	1	G	paa	Papuan
ata	2	I	ata	Pele-Ata
atb	1	G	sit	Sino-Tibetan
atb	2	G	tbq	Tibeto-Burman
atb	3	I	atb	Zaiwa
atc	1	G	sai	South American Indian
atc	2	I	atc	Atsahuaca
atd	1	G	map	Austronesian
atd	2	G	poz	Malayo-Polynesian
atd	3	G	pqw	Western Malayo-Polynesian
atd	4	G	phi	Philippine
atd	5	G	mno	Manobo
atd	6	I	atd	Ata Manobo
ate	1	G	paa	Papuan
ate	2	G	ngf	Trans-New Guinea
ate	3	I	ate	Atemble
atg	1	G	nic	Niger-Kordofanian
atg	2	G	alv	Atlantic-Congo
atg	3	I	atg	Ivbie North-Okpela-Arhe
ati	1	G	nic	Niger-Kordofanian
ati	2	G	alv	Atlantic-Congo
ati	3	I	ati	Attié
atj	1	G	nai	North American Indian
atj	2	G	aql	Algic
atj	3	G	alg	Algonquian
atj	4	I	atj	Atikamekw
atk	1	G	map	Austronesian
atk	2	G	poz	Malayo-Polynesian
atk	3	G	pqw	Western Malayo-Polynesian
atk	4	G	phi	Philippine
atk	5	I	atk	Ati
atl	1	G	map	Austronesian
atl	2	G	poz	Malayo-Polynesian
atl	3	G	pqw	Western Malayo-Polynesian
atl	4	G	phi	Philippine
atl	5	I	atl	Mt. Iraya Agta
atm	1	G	map	Austronesian
atm	2	G	poz	Malayo-Polynesian
atm	3	G	pqw	Western Malayo-Polynesian
atm	4	G	phi	Philippine
atm	5	I	atm	Ata
atn	1	G	ine	Indo-European
atn	2	G	iir	Indo-Iranian
atn	3	G	ira	Iranian
atn	4	I	atn	Ashtiani
ato	1	G	nic	Niger-Kordofanian
ato	2	G	alv	Atlantic-Congo
ato	3	G	bnt	Bantu
ato	4	I	ato	Atong
atp	1	G	map	Austronesian
atp	2	G	poz	Malayo-Polynesian
atp	3	G	pqw	Western Malayo-Polynesian
atp	4	G	phi	Philippine
atp	5	I	atp	Pudtol Atta
atq	1	G	map	Austronesian
atq	2	I	atq	Aralle-Tabulahan
atr	1	G	sai	South American Indian
atr	2	I	atr	Waimiri-Atroari
ats	1	G	nai	North American Indian
ats	2	G	aql	Algic
ats	3	G	alg	Algonquian
ats	4	I	ats	Gros Ventre
att	1	G	map	Austronesian
att	2	G	poz	Malayo-Polynesian
att	3	G	pqw	Western Malayo-Polynesian
att	4	G	phi	Philippine
att	5	I	att	Pamplona Atta
atu	1	G	ssa	Nilo-Saharan
atu	2	I	atu	Reel
atv	1	G	tut	Altaic
atv	2	I	atv	Northern Altai
atw	1	G	nai	North American Indian
atw	2	G	hok	Hokan
atw	3	I	atw	Atsugewi
atx	1	G	sai	South American Indian
atx	2	I	atx	Arutani
aty	1	G	map	Austronesian
aty	2	G	poz	Malayo-Polynesian
aty	3	G	pqe	Eastern Malayo-Polynesian
aty	4	I	aty	Aneityum
atz	1	G	map	Austronesian
atz	2	G	poz	Malayo-Polynesian
atz	3	G	pqw	Western Malayo-Polynesian
atz	4	G	phi	Philippine
atz	5	I	atz	Arta
aua	1	G	map	Austronesian
aua	2	G	poz	Malayo-Polynesian
aua	3	G	pqe	Eastern Malayo-Polynesian
aua	4	I	aua	Asumboa
aub	1	G	sit	Sino-Tibetan
aub	2	G	tbq	Tibeto-Burman
aub	3	I	aub	Alugu
auc	1	G	sai	South American Indian
auc	2	I	auc	Waorani
aud	1	G	map	Austronesian
aud	2	G	poz	Malayo-Polynesian
aud	3	G	pqe	Eastern Malayo-Polynesian
aud	4	I	aud	Anuta
aue	1	G	khi	Khoisan
aue	2	I	aue	=/Kx'au//'ein
aug	1	G	nic	Niger-Kordofanian
aug	2	G	alv	Atlantic-Congo
aug	3	I	aug	Aguna
auh	1	G	nic	Niger-Kordofanian
auh	2	G	alv	Atlantic-Congo
auh	3	G	bnt	Bantu
auh	4	I	auh	Aushi
aui	1	G	map	Austronesian
aui	2	G	poz	Malayo-Polynesian
aui	3	G	pqe	Eastern Malayo-Polynesian
aui	4	I	aui	Anuki
auj	1	G	afa	Afro-Asiatic
auj	2	G	ber	Berber
auj	3	I	auj	Awjilah
auk	1	G	paa	Papuan
auk	2	I	auk	Heyo
aul	1	G	map	Austronesian
aul	2	G	poz	Malayo-Polynesian
aul	3	G	pqe	Eastern Malayo-Polynesian
aul	4	I	aul	Aulua
aum	1	G	nic	Niger-Kordofanian
aum	2	G	alv	Atlantic-Congo
aum	3	I	aum	Asu (Nigeria)
aun	1	G	paa	Papuan
aun	2	I	aun	Molmo One
auo	1	G	afa	Afro-Asiatic
auo	2	I	auo	Auyokawa
aup	1	G	paa	Papuan
aup	2	G	ngf	Trans-New Guinea
aup	3	I	aup	Makayam
auq	1	G	map	Austronesian
auq	2	G	poz	Malayo-Polynesian
auq	3	G	pqe	Eastern Malayo-Polynesian
auq	4	I	auq	Anus
aur	1	G	paa	Papuan
aur	2	I	aur	Aruek
aut	1	G	map	Austronesian
aut	2	G	poz	Malayo-Polynesian
aut	3	G	pqe	Eastern Malayo-Polynesian
aut	4	I	aut	Austral
auu	1	G	paa	Papuan
auu	2	G	ngf	Trans-New Guinea
auu	3	I	auu	Auye
auv	1	G	ine	Indo-European
auv	2	G	itc	Italic
auv	3	G	roa	Romance
auv	4	I	oci	Occitan (post 1500)
auv	5	I	auv	Auvergnat
auw	1	G	paa	Papuan
auw	2	G	ngf	Trans-New Guinea
auw	3	I	auw	Awyi
aux	1	G	sai	South American Indian
aux	2	I	aux	Aurá
auy	1	G	paa	Papuan
auy	2	G	ngf	Trans-New Guinea
auy	3	I	auy	Awiyaana
auz	1	G	afa	Afro-Asiatic
auz	2	G	sem	Semitic
auz	3	M	ara	Arabic
auz	4	I	auz	Uzbeki Arabic
ava	1	G	cau	Caucasian
ava	2	G	ccn	North Caucasian
ava	3	I	ava	Avaric
avb	1	G	map	Austronesian
avb	2	G	poz	Malayo-Polynesian
avb	3	G	pqe	Eastern Malayo-Polynesian
avb	4	I	avb	Avau
avd	1	G	ine	Indo-European
avd	2	G	iir	Indo-Iranian
avd	3	G	ira	Iranian
avd	4	I	avd	Alviri-Vidari
avi	1	G	nic	Niger-Kordofanian
avi	2	G	alv	Atlantic-Congo
avi	3	I	avi	Avikam
avl	1	G	afa	Afro-Asiatic
avl	2	G	sem	Semitic
avl	3	M	ara	Arabic
avl	4	I	avl	Eastern Egyptian Bedawi Arabic
avn	1	G	nic	Niger-Kordofanian
avn	2	G	alv	Atlantic-Congo
avn	3	I	avn	Avatime
avo	1	G	sai	South American Indian
avo	2	I	avo	Agavotaguerra
avs	1	G	sai	South American Indian
avs	2	I	avs	Aushiri
avt	1	G	paa	Papuan
avt	2	I	avt	Au
avu	1	G	ssa	Nilo-Saharan
avu	2	I	avu	Avokaya
avv	1	G	sai	South American Indian
avv	2	I	avv	Avá-Canoeiro
awa	1	G	ine	Indo-European
awa	2	G	iir	Indo-Iranian
awa	3	G	inc	Indic
awa	4	I	awa	Awadhi
awb	1	G	paa	Papuan
awb	2	G	ngf	Trans-New Guinea
awb	3	I	awb	Awa (Papua New Guinea)
awc	1	G	nic	Niger-Kordofanian
awc	2	G	alv	Atlantic-Congo
awc	3	I	awc	Cicipu
awe	1	G	sai	South American Indian
awe	2	I	awe	Awetí
awh	1	G	paa	Papuan
awh	2	I	awh	Awbono
awi	1	G	paa	Papuan
awi	2	G	ngf	Trans-New Guinea
awi	3	I	awi	Aekyom
awk	1	G	aus	Australian
awk	2	I	awk	Awabakal
awm	1	G	paa	Papuan
awm	2	G	ngf	Trans-New Guinea
awm	3	I	awm	Arawum
awn	1	G	afa	Afro-Asiatic
awn	2	G	cus	Cushitic
awn	3	I	awn	Awngi
awo	1	G	nic	Niger-Kordofanian
awo	2	G	alv	Atlantic-Congo
awo	3	I	awo	Awak
awr	1	G	paa	Papuan
awr	2	I	awr	Awera
aws	1	G	paa	Papuan
aws	2	G	ngf	Trans-New Guinea
aws	3	I	aws	South Awyu
awt	1	G	sai	South American Indian
awt	2	I	awt	Araweté
awu	1	G	paa	Papuan
awu	2	G	ngf	Trans-New Guinea
awu	3	I	awu	Central Awyu
awv	1	G	paa	Papuan
awv	2	G	ngf	Trans-New Guinea
awv	3	I	awv	Jair Awyu
aww	1	G	paa	Papuan
aww	2	I	aww	Awun
awx	1	G	paa	Papuan
awx	2	G	ngf	Trans-New Guinea
awx	3	I	awx	Awara
awy	1	G	paa	Papuan
awy	2	G	ngf	Trans-New Guinea
awy	3	I	awy	Edera Awyu
axb	1	G	sai	South American Indian
axb	2	I	axb	Abipon
axg	1	G	sai	South American Indian
axg	2	I	axg	Mato Grosso Arára
axk	1	G	nic	Niger-Kordofanian
axk	2	G	alv	Atlantic-Congo
axk	3	G	bnt	Bantu
axk	4	I	axk	Yaka (Central African Republic)
axm	1	G	ine	Indo-European
axm	2	I	axm	Middle Armenian
axx	1	G	map	Austronesian
axx	2	G	poz	Malayo-Polynesian
axx	3	G	pqe	Eastern Malayo-Polynesian
axx	4	I	axx	Xaragure
aya	1	G	paa	Papuan
aya	2	I	aya	Awar
ayb	1	G	nic	Niger-Kordofanian
ayb	2	G	alv	Atlantic-Congo
ayb	3	I	ayb	Ayizo Gbe
ayc	1	G	sai	South American Indian
ayc	2	M	aym	Aymara
ayc	3	I	ayc	Southern Aymara
ayd	1	G	aus	Australian
ayd	2	I	ayd	Ayabadhu
aye	1	G	nic	Niger-Kordofanian
aye	2	G	alv	Atlantic-Congo
aye	3	I	aye	Ayere
ayg	1	G	nic	Niger-Kordofanian
ayg	2	G	alv	Atlantic-Congo
ayg	3	I	ayg	Ginyanga
ayh	1	G	afa	Afro-Asiatic
ayh	2	G	sem	Semitic
ayh	3	M	ara	Arabic
ayh	4	I	ayh	Hadrami Arabic
ayi	1	G	nic	Niger-Kordofanian
ayi	2	G	alv	Atlantic-Congo
ayi	3	I	ayi	Leyigha
ayk	1	G	nic	Niger-Kordofanian
ayk	2	G	alv	Atlantic-Congo
ayk	3	I	ayk	Akuku
ayl	1	G	afa	Afro-Asiatic
ayl	2	G	sem	Semitic
ayl	3	M	ara	Arabic
ayl	4	I	ayl	Libyan Arabic
ayn	1	G	afa	Afro-Asiatic
ayn	2	G	sem	Semitic
ayn	3	M	ara	Arabic
ayn	4	I	ayn	Sanaani Arabic
ayo	1	G	sai	South American Indian
ayo	2	I	ayo	Ayoreo
ayp	1	G	afa	Afro-Asiatic
ayp	2	G	sem	Semitic
ayp	3	M	ara	Arabic
ayp	4	I	ayp	North Mesopotamian Arabic
ayq	1	G	paa	Papuan
ayq	2	I	ayq	Ayi (Papua New Guinea)
ayr	1	G	sai	South American Indian
ayr	2	M	aym	Aymara
ayr	3	I	ayr	Central Aymara
ays	1	G	map	Austronesian
ays	2	G	poz	Malayo-Polynesian
ays	3	G	pqw	Western Malayo-Polynesian
ays	4	G	phi	Philippine
ays	5	I	ays	Sorsogon Ayta
ayt	1	G	map	Austronesian
ayt	2	G	poz	Malayo-Polynesian
ayt	3	G	pqw	Western Malayo-Polynesian
ayt	4	G	phi	Philippine
ayt	5	I	ayt	Magbukun Ayta
ayu	1	G	nic	Niger-Kordofanian
ayu	2	G	alv	Atlantic-Congo
ayu	3	I	ayu	Ayu
ayx	1	G	sit	Sino-Tibetan
ayx	2	G	tbq	Tibeto-Burman
ayx	3	I	ayx	Ayi (China)
ayy	1	G	map	Austronesian
ayy	2	G	poz	Malayo-Polynesian
ayy	3	G	pqw	Western Malayo-Polynesian
ayy	4	G	phi	Philippine
ayy	5	I	ayy	Tayabas Ayta
ayz	1	G	paa	Papuan
ayz	2	I	ayz	Mai Brat
aza	1	G	sit	Sino-Tibetan
aza	2	G	tbq	Tibeto-Burman
aza	3	I	aza	Azha
azb	1	G	tut	Altaic
azb	2	G	trk	Turkic
azb	3	M	aze	Azerbaijani
azb	4	I	azb	South Azerbaijani
azg	1	G	cai	Central American Indian
azg	2	I	azg	San Pedro Amuzgos Amuzgo
azj	1	G	tut	Altaic
azj	2	G	trk	Turkic
azj	3	M	aze	Azerbaijani
azj	4	I	azj	North Azerbaijani
azm	1	G	cai	Central American Indian
azm	2	I	azm	Ipalapa Amuzgo
azo	1	G	nic	Niger-Kordofanian
azo	2	G	alv	Atlantic-Congo
azo	3	G	bnt	Bantu
azo	4	I	azo	Awing
azr	1	G	map	Austronesian
azr	2	G	poz	Malayo-Polynesian
azr	3	G	pqe	Eastern Malayo-Polynesian
azr	4	I	azr	Adzera
azt	1	G	map	Austronesian
azt	2	G	poz	Malayo-Polynesian
azt	3	G	pqw	Western Malayo-Polynesian
azt	4	G	phi	Philippine
azt	5	I	azt	Faire Atta
azz	1	G	nai	North American Indian
azz	2	G	azc	Uto-Aztecan
azz	3	G	nah	Nahuatl
azz	4	I	azz	Highland Puebla Nahuatl
baa	1	G	map	Austronesian
baa	2	G	poz	Malayo-Polynesian
baa	3	G	pqe	Eastern Malayo-Polynesian
baa	4	I	baa	Babatana
bab	1	G	nic	Niger-Kordofanian
bab	2	G	alv	Atlantic-Congo
bab	3	I	bab	Bainouk-Gunyuño
bac	1	G	map	Austronesian
bac	2	I	bac	Badui
bae	1	G	sai	South American Indian
bae	2	I	bae	Baré
baf	1	G	nic	Niger-Kordofanian
baf	2	G	alv	Atlantic-Congo
baf	3	G	bnt	Bantu
baf	4	I	baf	Nubaca
bag	1	G	nic	Niger-Kordofanian
bag	2	G	alv	Atlantic-Congo
bag	3	G	bnt	Bantu
bag	4	I	bag	Tuki
bah	1	G	crp	Creoles and pidgins
bah	2	G	cpe	Creoles and pidgins, Englishâ€‘based
bah	3	I	bah	Bahamas Creole English
baj	1	G	map	Austronesian
baj	2	G	poz	Malayo-Polynesian
baj	3	G	plf	Central Malayo-Polynesian
baj	4	I	baj	Barakai
bak	1	G	tut	Altaic
bak	2	G	trk	Turkic
bak	3	I	bak	Bashkir
bam	1	G	nic	Niger-Kordofanian
bam	2	G	dmn	Mande
bam	3	I	bam	Bambara
ban	1	G	map	Austronesian
ban	2	G	poz	Malayo-Polynesian
ban	3	I	ban	Balinese
bao	1	G	sai	South American Indian
bao	2	I	bao	Waimaha
bap	1	G	sit	Sino-Tibetan
bap	2	G	tbq	Tibeto-Burman
bap	3	I	bap	Bantawa
baq	1	G	euq	Basque (family)
baq	2	I	baq	Basque
bar	1	G	ine	Indo-European
bar	2	G	gem	Germanic
bar	3	I	bar	Bavarian
bas	1	G	nic	Niger-Kordofanian
bas	2	G	alv	Atlantic-Congo
bas	3	G	bnt	Bantu
bas	4	I	bas	Basa (Cameroon)
bau	1	G	nic	Niger-Kordofanian
bau	2	G	alv	Atlantic-Congo
bau	3	G	bnt	Bantu
bau	4	I	bau	Bada (Nigeria)
bav	1	G	nic	Niger-Kordofanian
bav	2	G	alv	Atlantic-Congo
bav	3	G	bnt	Bantu
bav	4	I	bav	Vengo
baw	1	G	nic	Niger-Kordofanian
baw	2	G	alv	Atlantic-Congo
baw	3	G	bnt	Bantu
baw	4	I	baw	Bambili-Bambui
bax	1	G	nic	Niger-Kordofanian
bax	2	G	alv	Atlantic-Congo
bax	3	G	bnt	Bantu
